COMMODITY,COUNTRY,UNIT,QUANTITY,Value (US$ million)
RESIDUL CHEMICL AND ALLED PROD,HONDURAS,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,HONG KONG,NA,NA,57.83
RESIDUL CHEMICL AND ALLED PROD,HUNGARY,NA,NA,9.55
RESIDUL CHEMICL AND ALLED PROD,ICELAND,NA,NA,0.02
RESIDUL CHEMICL AND ALLED PROD,INDONESIA,NA,NA,123.31
RESIDUL CHEMICL AND ALLED PROD,IRAN,NA,NA,8.93
RESIDUL CHEMICL AND ALLED PROD,IRAQ,NA,NA,0.10
RESIDUL CHEMICL AND ALLED PROD,IRELAND,NA,NA,5.77
RESIDUL CHEMICL AND ALLED PROD,ISRAEL,NA,NA,8.78
RESIDUL CHEMICL AND ALLED PROD,ITALY,NA,NA,221.16
RESIDUL CHEMICL AND ALLED PROD,JAPAN,NA,NA,500.56
RESIDUL CHEMICL AND ALLED PROD,JERSEY,NA,NA,0.14
RESIDUL CHEMICL AND ALLED PROD,JORDAN,NA,NA,0.31
RESIDUL CHEMICL AND ALLED PROD,KENYA,NA,NA,0.07
RESIDUL CHEMICL AND ALLED PROD,KOREA DP RP,NA,NA,1.62
RESIDUL CHEMICL AND ALLED PROD,KOREA RP,NA,NA,309.44
RESIDUL CHEMICL AND ALLED PROD,KUWAIT,NA,NA,2.25
RESIDUL CHEMICL AND ALLED PROD,LATVIA,NA,NA,2.01
RESIDUL CHEMICL AND ALLED PROD,LEBANON,NA,NA,0.04
RESIDUL CHEMICL AND ALLED PROD,LITHUANIA,NA,NA,1.70
RESIDUL CHEMICL AND ALLED PROD,LUXEMBOURG,NA,NA,0.08
RESIDUL CHEMICL AND ALLED PROD,MACAO,NA,NA,1.05
RESIDUL CHEMICL AND ALLED PROD,MACEDONIA,NA,NA,0.07
RESIDUL CHEMICL AND ALLED PROD,MALAYSIA,NA,NA,132.27
RESIDUL CHEMICL AND ALLED PROD,MALDIVES,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,MALTA,NA,NA,4.44
RESIDUL CHEMICL AND ALLED PROD,MARSHALL ISLAND,NA,NA,0.03
RESIDUL CHEMICL AND ALLED PROD,MAURITIUS,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,MEXICO,NA,NA,19.99
RESIDUL CHEMICL AND ALLED PROD,MONGOLIA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,MOROCCO,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,MOZAMBIQUE,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,MYANMAR,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,NAMIBIA,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,NEPAL,NA,NA,1.48
RESIDUL CHEMICL AND ALLED PROD,NETHERLAND,NA,NA,169.09
RESIDUL CHEMICL AND ALLED PROD,NETHERLANDANTIL,NA,NA,0.21
RESIDUL CHEMICL AND ALLED PROD,NEW ZEALAND,NA,NA,11.17
RESIDUL CHEMICL AND ALLED PROD,NIGERIA,NA,NA,0.21
RESIDUL CHEMICL AND ALLED PROD,NORWAY,NA,NA,20.23
RESIDUL CHEMICL AND ALLED PROD,OMAN,NA,NA,8.20
RESIDUL CHEMICL AND ALLED PROD,PAKISTAN IR,NA,NA,0.06
RESIDUL CHEMICL AND ALLED PROD,PANAMA REPUBLIC,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,PARAGUAY,NA,NA,0.11
RESIDUL CHEMICL AND ALLED PROD,PERU,NA,NA,1.12
RESIDUL CHEMICL AND ALLED PROD,PHILIPPINES,NA,NA,3.32
RESIDUL CHEMICL AND ALLED PROD,POLAND,NA,NA,19.01
RESIDUL CHEMICL AND ALLED PROD,PORTUGAL,NA,NA,3.46
RESIDUL CHEMICL AND ALLED PROD,PUERTO RICO,NA,NA,0.04
RESIDUL CHEMICL AND ALLED PROD,QATAR,NA,NA,83.17
RESIDUL CHEMICL AND ALLED PROD,ROMANIA,NA,NA,0.29
RESIDUL CHEMICL AND ALLED PROD,RUSSIA,NA,NA,37.01
RESIDUL CHEMICL AND ALLED PROD,SAN MARINO,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,SAUDI ARAB,NA,NA,167.12
RESIDUL CHEMICL AND ALLED PROD,SERBIA,NA,NA,0.31
RESIDUL CHEMICL AND ALLED PROD,SEYCHELLES,NA,NA,0.02
RESIDUL CHEMICL AND ALLED PROD,SINGAPORE,NA,NA,326.78
RESIDUL CHEMICL AND ALLED PROD,SLOVAK REP,NA,NA,0.62
RESIDUL CHEMICL AND ALLED PROD,SLOVENIA,NA,NA,9.63
RESIDUL CHEMICL AND ALLED PROD,SOUTH AFRICA,NA,NA,12.64
RESIDUL CHEMICL AND ALLED PROD,SPAIN,NA,NA,87.65
RESIDUL CHEMICL AND ALLED PROD,SRI LANKA DSR,NA,NA,2.79
RESIDUL CHEMICL AND ALLED PROD,ST HELENA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,ST LUCIA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,SUDAN,NA,NA,0.06
RESIDUL CHEMICL AND ALLED PROD,SWAZILAND,NA,NA,0.34
RESIDUL CHEMICL AND ALLED PROD,SWEDEN,NA,NA,21.13
RESIDUL CHEMICL AND ALLED PROD,SWITZERLAND,NA,NA,50.21
RESIDUL CHEMICL AND ALLED PROD,TAIWAN,NA,NA,73.79
RESIDUL CHEMICL AND ALLED PROD,THAILAND,NA,NA,148.23
RESIDUL CHEMICL AND ALLED PROD,TRINIDAD,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,TUNISIA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,TURKEY,NA,NA,24.99
RESIDUL CHEMICL AND ALLED PROD,U ARAB EMTS,NA,NA,48.91
RESIDUL CHEMICL AND ALLED PROD,U K,NA,NA,305.04
RESIDUL CHEMICL AND ALLED PROD,U S A,NA,NA,986.70
RESIDUL CHEMICL AND ALLED PROD,UGANDA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,UKRAINE,NA,NA,4.12
RESIDUL CHEMICL AND ALLED PROD,UNSPECIFIED,NA,NA,2.26
RESIDUL CHEMICL AND ALLED PROD,URUGUAY,NA,NA,0.22
RESIDUL CHEMICL AND ALLED PROD,VENEZUELA,NA,NA,0.02
RESIDUL CHEMICL AND ALLED PROD,VIETNAM SOC REP,NA,NA,40.07
RESIDUL CHEMICL AND ALLED PROD,ZAMBIA,NA,NA,0.01
AUTO TYRES AND TUBES,ARGENTINA,NOS,19932,0.60
AUTO TYRES AND TUBES,AUSTRALIA,NOS,205,0.96
AUTO TYRES AND TUBES,AUSTRIA,NOS,47,0.00
AUTO TYRES AND TUBES,BANGLADESH PR,NOS,10,0.00
AUTO TYRES AND TUBES,BELARUS,NOS,5,0.02
AUTO TYRES AND TUBES,BELGIUM,NOS,97735,3.65
AUTO TYRES AND TUBES,BRAZIL,NOS,86044,7.80
AUTO TYRES AND TUBES,CAMBODIA,NOS,5,0.00
AUTO TYRES AND TUBES,CAMEROON,NOS,1092,0.03
AUTO TYRES AND TUBES,CANADA,NOS,125,0.02
AUTO TYRES AND TUBES,CHINA P RP,NOS,3359951,93.44
AUTO TYRES AND TUBES,COLOMBIA,NOS,22,0.01
AUTO TYRES AND TUBES,CZECH REPUBLIC,NOS,4937,1.48
AUTO TYRES AND TUBES,DENMARK,NOS,13,0.01
AUTO TYRES AND TUBES,EGYPT A RP,NOS,5080,0.44
AUTO TYRES AND TUBES,ESTONIA,NOS,3150,0.01
AUTO TYRES AND TUBES,FINLAND,NOS,3,0.00
AUTO TYRES AND TUBES,FRANCE,NOS,14075,4.88
AUTO TYRES AND TUBES,GERMANY,NOS,114823,10.21
AUTO TYRES AND TUBES,GHANA,NOS,2,0.00
AUTO TYRES AND TUBES,GREECE,NOS,2,0.00
AUTO TYRES AND TUBES,HONG KONG,NOS,10254,6.97
AUTO TYRES AND TUBES,HUNGARY,NOS,5255,0.75
AUTO TYRES AND TUBES,INDONESIA,NOS,614092,15.03
AUTO TYRES AND TUBES,IRAN,NOS,52,0.00
AUTO TYRES AND TUBES,IRELAND,NOS,3,0.00
AUTO TYRES AND TUBES,ISRAEL,NOS,29,0.00
AUTO TYRES AND TUBES,ITALY,NOS,21681,2.24
AUTO TYRES AND TUBES,JAPAN,NOS,213693,48.59
AUTO TYRES AND TUBES,KENYA,NOS,9,0.00
AUTO TYRES AND TUBES,KOREA RP,NOS,104905,4.05
AUTO TYRES AND TUBES,LATVIA,NOS,3,0.00
AUTO TYRES AND TUBES,LITHUANIA,NOS,209,0.09
AUTO TYRES AND TUBES,LUXEMBOURG,NOS,477,1.06
AUTO TYRES AND TUBES,MALAYSIA,NOS,21962,2.15
AUTO TYRES AND TUBES,MEXICO,NOS,3571,0.54
AUTO TYRES AND TUBES,NETHERLAND,NOS,20117,4.39
AUTO TYRES AND TUBES,NEW ZEALAND,NOS,26,0.00
AUTO TYRES AND TUBES,OMAN,NOS,4,0.00
AUTO TYRES AND TUBES,PERU,NOS,5,0.16
AUTO TYRES AND TUBES,PHILIPPINES,NOS,84009,3.18
AUTO TYRES AND TUBES,POLAND,NOS,8624,0.93
AUTO TYRES AND TUBES,PORTUGAL,NOS,350,0.05
AUTO TYRES AND TUBES,ROMANIA,NOS,32699,2.57
AUTO TYRES AND TUBES,RUSSIA,NOS,1468,0.12
AUTO TYRES AND TUBES,SAUDI ARAB,NOS,8,0.00
AUTO TYRES AND TUBES,SINGAPORE,NOS,51908,10.02
AUTO TYRES AND TUBES,SLOVENIA,NOS,3332,0.46
AUTO TYRES AND TUBES,SOUTH AFRICA,NOS,2372,0.18
AUTO TYRES AND TUBES,SPAIN,NOS,7978,2.61
AUTO TYRES AND TUBES,SRI LANKA DSR,NOS,72624,6.81
AUTO TYRES AND TUBES,SWEDEN,NOS,89,0.01
AUTO TYRES AND TUBES,SWITZERLAND,NOS,75827,3.22
AUTO TYRES AND TUBES,TAIWAN,NOS,35914,1.24
AUTO TYRES AND TUBES,TANZANIA REP,NOS,27,0.01
AUTO TYRES AND TUBES,THAILAND,NOS,1992873,100.41
AUTO TYRES AND TUBES,TURKEY,NOS,6069,0.53
AUTO TYRES AND TUBES,U ARAB EMTS,NOS,213029,2.63
AUTO TYRES AND TUBES,U K,NOS,184842,6.84
AUTO TYRES AND TUBES,U S A,NOS,20629,6.46
AUTO TYRES AND TUBES,UNSPECIFIED,NOS,155,0.04
AUTO TYRES AND TUBES,VIETNAM SOC REP,NOS,3361560,25.56
OTHR RUBBER PRODCT EXCPT FOOTW,ALGERIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,ANGOLA,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,ARGENTINA,NA,NA,0.62
OTHR RUBBER PRODCT EXCPT FOOTW,AUSTRALIA,NA,NA,7.87
OTHR RUBBER PRODCT EXCPT FOOTW,AUSTRIA,NA,NA,9.17
OTHR RUBBER PRODCT EXCPT FOOTW,AZERBAIJAN,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,BAHARAIN IS,NA,NA,0.12
OTHR RUBBER PRODCT EXCPT FOOTW,BANGLADESH PR,NA,NA,0.80
OTHR RUBBER PRODCT EXCPT FOOTW,BELARUS,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,BELGIUM,NA,NA,68.16
OTHR RUBBER PRODCT EXCPT FOOTW,BOLIVIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,BR VIRGN IS,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,BRAZIL,NA,NA,2.59
OTHR RUBBER PRODCT EXCPT FOOTW,BRUNEI,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,BULGARIA,NA,NA,0.09
OTHR RUBBER PRODCT EXCPT FOOTW,CAMBODIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,CANADA,NA,NA,8.42
OTHR RUBBER PRODCT EXCPT FOOTW,CAYMAN IS,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,CHILE,NA,NA,0.04
OTHR RUBBER PRODCT EXCPT FOOTW,CHINA P RP,NA,NA,189.70
OTHR RUBBER PRODCT EXCPT FOOTW,COLOMBIA,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,COSTA RICA,NA,NA,0.07
OTHR RUBBER PRODCT EXCPT FOOTW,CROATIA,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,CYPRUS,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,CZECH REPUBLIC,NA,NA,7.08
OTHR RUBBER PRODCT EXCPT FOOTW,DENMARK,NA,NA,3.97
OTHR RUBBER PRODCT EXCPT FOOTW,DOMINIC REP,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,EGYPT A RP,NA,NA,0.77
OTHR RUBBER PRODCT EXCPT FOOTW,ESTONIA,NA,NA,0.17
OTHR RUBBER PRODCT EXCPT FOOTW,FINLAND,NA,NA,1.97
OTHR RUBBER PRODCT EXCPT FOOTW,FR POLYNESIA,NA,NA,0.02
OTHR RUBBER PRODCT EXCPT FOOTW,FRANCE,NA,NA,52.33
OTHR RUBBER PRODCT EXCPT FOOTW,GABON,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,GAMBIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,GEORGIA,NA,NA,0.07
OTHR RUBBER PRODCT EXCPT FOOTW,GERMANY,NA,NA,114.91
OTHR RUBBER PRODCT EXCPT FOOTW,GHANA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,GREECE,NA,NA,0.26
OTHR RUBBER PRODCT EXCPT FOOTW,GUYANA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,HAITI,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,HONG KONG,NA,NA,10.22
OTHR RUBBER PRODCT EXCPT FOOTW,HUNGARY,NA,NA,4.90
OTHR RUBBER PRODCT EXCPT FOOTW,INDONESIA,NA,NA,11.17
OTHR RUBBER PRODCT EXCPT FOOTW,IRAN,NA,NA,0.25
OTHR RUBBER PRODCT EXCPT FOOTW,IRAQ,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,IRELAND,NA,NA,1.82
OTHR RUBBER PRODCT EXCPT FOOTW,ISRAEL,NA,NA,1.40
OTHR RUBBER PRODCT EXCPT FOOTW,ITALY,NA,NA,59.72
OTHR RUBBER PRODCT EXCPT FOOTW,JAPAN,NA,NA,211.04
OTHR RUBBER PRODCT EXCPT FOOTW,JORDAN,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,KAZAKHSTAN,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,KENYA,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,KOREA DP RP,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,KOREA RP,NA,NA,271.15
OTHR RUBBER PRODCT EXCPT FOOTW,KUWAIT,NA,NA,0.12
OTHR RUBBER PRODCT EXCPT FOOTW,LATVIA,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,LEBANON,NA,NA,0.11
OTHR RUBBER PRODCT EXCPT FOOTW,LIECHTENSTEIN,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,LITHUANIA,NA,NA,0.24
OTHR RUBBER PRODCT EXCPT FOOTW,LUXEMBOURG,NA,NA,0.14
OTHR RUBBER PRODCT EXCPT FOOTW,MALAYSIA,NA,NA,133.46
OTHR RUBBER PRODCT EXCPT FOOTW,MALDIVES,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,MALTA,NA,NA,0.23
OTHR RUBBER PRODCT EXCPT FOOTW,MARSHALL ISLAND,NA,NA,0.02
OTHR RUBBER PRODCT EXCPT FOOTW,MAURITIUS,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,MEXICO,NA,NA,1.77
OTHR RUBBER PRODCT EXCPT FOOTW,MOROCCO,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,MOZAMBIQUE,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,NAMIBIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,NEPAL,NA,NA,0.04
OTHR RUBBER PRODCT EXCPT FOOTW,NETHERLAND,NA,NA,17.32
OTHR RUBBER PRODCT EXCPT FOOTW,NETHERLANDANTIL,NA,NA,0.04
OTHR RUBBER PRODCT EXCPT FOOTW,NEW CALEDONIA,NA,NA,0.07
OTHR RUBBER PRODCT EXCPT FOOTW,NEW ZEALAND,NA,NA,1.30
OTHR RUBBER PRODCT EXCPT FOOTW,NIGERIA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,NORWAY,NA,NA,0.35
OTHR RUBBER PRODCT EXCPT FOOTW,OMAN,NA,NA,0.93
OTHR RUBBER PRODCT EXCPT FOOTW,PAKISTAN IR,NA,NA,0.03
OTHR RUBBER PRODCT EXCPT FOOTW,PERU,NA,NA,0.05
OTHR RUBBER PRODCT EXCPT FOOTW,PHILIPPINES,NA,NA,0.82
OTHR RUBBER PRODCT EXCPT FOOTW,POLAND,NA,NA,32.86
OTHR RUBBER PRODCT EXCPT FOOTW,PORTUGAL,NA,NA,0.45
OTHR RUBBER PRODCT EXCPT FOOTW,PUERTO RICO,NA,NA,0.43
OTHR RUBBER PRODCT EXCPT FOOTW,QATAR,NA,NA,0.54
OTHR RUBBER PRODCT EXCPT FOOTW,REUNION,NA,NA,0.15
OTHR RUBBER PRODCT EXCPT FOOTW,ROMANIA,NA,NA,1.58
OTHR RUBBER PRODCT EXCPT FOOTW,RUSSIA,NA,NA,75.74
OTHR RUBBER PRODCT EXCPT FOOTW,SAUDI ARAB,NA,NA,15.83
OTHR RUBBER PRODCT EXCPT FOOTW,SENEGAL,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,SERBIA,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,SEYCHELLES,NA,NA,0.20
OTHR RUBBER PRODCT EXCPT FOOTW,SIERRA LEONE,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,SINGAPORE,NA,NA,187.72
OTHR RUBBER PRODCT EXCPT FOOTW,SLOVAK REP,NA,NA,0.41
OTHR RUBBER PRODCT EXCPT FOOTW,SLOVENIA,NA,NA,1.90
OTHR RUBBER PRODCT EXCPT FOOTW,SOUTH AFRICA,NA,NA,1.41
OTHR RUBBER PRODCT EXCPT FOOTW,SPAIN,NA,NA,12.30
OTHR RUBBER PRODCT EXCPT FOOTW,SRI LANKA DSR,NA,NA,21.05
OTHR RUBBER PRODCT EXCPT FOOTW,SURINAME,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,SWAZILAND,NA,NA,0.01
OTHR RUBBER PRODCT EXCPT FOOTW,SWEDEN,NA,NA,13.28
OTHR RUBBER PRODCT EXCPT FOOTW,SWITZERLAND,NA,NA,8.80
OTHR RUBBER PRODCT EXCPT FOOTW,TAIWAN,NA,NA,39.50
OTHR RUBBER PRODCT EXCPT FOOTW,THAILAND,NA,NA,126.08
OTHR RUBBER PRODCT EXCPT FOOTW,TRINIDAD,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,TUNISIA,NA,NA,0.04
OTHR RUBBER PRODCT EXCPT FOOTW,TURKEY,NA,NA,6.75
OTHR RUBBER PRODCT EXCPT FOOTW,U ARAB EMTS,NA,NA,52.84
OTHR RUBBER PRODCT EXCPT FOOTW,U K,NA,NA,59.68
OTHR RUBBER PRODCT EXCPT FOOTW,U S A,NA,NA,172.27
OTHR RUBBER PRODCT EXCPT FOOTW,UKRAINE,NA,NA,0.04
OTHR RUBBER PRODCT EXCPT FOOTW,UNSPECIFIED,NA,NA,0.38
OTHR RUBBER PRODCT EXCPT FOOTW,VENEZUELA,NA,NA,0.00
OTHR RUBBER PRODCT EXCPT FOOTW,VIETNAM SOC REP,NA,NA,10.30
OTHR RUBBER PRODCT EXCPT FOOTW,VIRGIN IS US,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,ALBANIA,NA,NA,0.09
FOOTWEAR OF RUBBER/CANVAS ETC.,AUSTRALIA,NA,NA,0.02
FOOTWEAR OF RUBBER/CANVAS ETC.,AUSTRIA,NA,NA,0.01
FOOTWEAR OF RUBBER/CANVAS ETC.,BAHARAIN IS,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,BANGLADESH PR,NA,NA,3.95
FOOTWEAR OF RUBBER/CANVAS ETC.,BELGIUM,NA,NA,0.03
FOOTWEAR OF RUBBER/CANVAS ETC.,BOSNIA-HRZGOVIN,NA,NA,0.01
FOOTWEAR OF RUBBER/CANVAS ETC.,BRAZIL,NA,NA,1.34
FOOTWEAR OF RUBBER/CANVAS ETC.,CAMBODIA,NA,NA,2.69
FOOTWEAR OF RUBBER/CANVAS ETC.,CANADA,NA,NA,0.01
FOOTWEAR OF RUBBER/CANVAS ETC.,CHINA P RP,NA,NA,197.15
FOOTWEAR OF RUBBER/CANVAS ETC.,CZECH REPUBLIC,NA,NA,0.07
FOOTWEAR OF RUBBER/CANVAS ETC.,DENMARK,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,FINLAND,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,FRANCE,NA,NA,0.20
FOOTWEAR OF RUBBER/CANVAS ETC.,GERMANY,NA,NA,1.72
FOOTWEAR OF RUBBER/CANVAS ETC.,HONG KONG,NA,NA,27.17
FOOTWEAR OF RUBBER/CANVAS ETC.,HUNGARY,NA,NA,0.04
FOOTWEAR OF RUBBER/CANVAS ETC.,INDONESIA,NA,NA,7.07
FOOTWEAR OF RUBBER/CANVAS ETC.,IRELAND,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,ITALY,NA,NA,3.76
FOOTWEAR OF RUBBER/CANVAS ETC.,JAPAN,NA,NA,0.71
FOOTWEAR OF RUBBER/CANVAS ETC.,KOREA RP,NA,NA,0.27
FOOTWEAR OF RUBBER/CANVAS ETC.,LAO PD RP,NA,NA,0.02
FOOTWEAR OF RUBBER/CANVAS ETC.,MACAO,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,MALAYSIA,NA,NA,3.36
FOOTWEAR OF RUBBER/CANVAS ETC.,MYANMAR,NA,NA,0.47
FOOTWEAR OF RUBBER/CANVAS ETC.,NEPAL,NA,NA,0.22
FOOTWEAR OF RUBBER/CANVAS ETC.,NETHERLAND,NA,NA,0.13
FOOTWEAR OF RUBBER/CANVAS ETC.,NIGERIA,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,PHILIPPINES,NA,NA,0.36
FOOTWEAR OF RUBBER/CANVAS ETC.,POLAND,NA,NA,0.15
FOOTWEAR OF RUBBER/CANVAS ETC.,PORTUGAL,NA,NA,0.48
FOOTWEAR OF RUBBER/CANVAS ETC.,ROMANIA,NA,NA,0.43
FOOTWEAR OF RUBBER/CANVAS ETC.,RUSSIA,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,SAUDI ARAB,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,SINGAPORE,NA,NA,1.68
FOOTWEAR OF RUBBER/CANVAS ETC.,SLOVAK REP,NA,NA,0.06
FOOTWEAR OF RUBBER/CANVAS ETC.,SLOVENIA,NA,NA,0.02
FOOTWEAR OF RUBBER/CANVAS ETC.,SOUTH AFRICA,NA,NA,0.01
FOOTWEAR OF RUBBER/CANVAS ETC.,SPAIN,NA,NA,6.68
FOOTWEAR OF RUBBER/CANVAS ETC.,SRI LANKA DSR,NA,NA,0.15
FOOTWEAR OF RUBBER/CANVAS ETC.,SWEDEN,NA,NA,0.05
FOOTWEAR OF RUBBER/CANVAS ETC.,SWITZERLAND,NA,NA,0.75
FOOTWEAR OF RUBBER/CANVAS ETC.,TAIWAN,NA,NA,0.88
FOOTWEAR OF RUBBER/CANVAS ETC.,THAILAND,NA,NA,14.63
FOOTWEAR OF RUBBER/CANVAS ETC.,TUNISIA,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,TURKEY,NA,NA,0.20
FOOTWEAR OF RUBBER/CANVAS ETC.,U ARAB EMTS,NA,NA,9.50
FOOTWEAR OF RUBBER/CANVAS ETC.,U K,NA,NA,0.73
FOOTWEAR OF RUBBER/CANVAS ETC.,U S A,NA,NA,2.21
FOOTWEAR OF RUBBER/CANVAS ETC.,UNSPECIFIED,NA,NA,0.00
FOOTWEAR OF RUBBER/CANVAS ETC.,VIETNAM SOC REP,NA,NA,42.26
"PAINT, VARNISH AND ALLID PRODC",ARGENTINA,KGS,1524330,1.81
"PAINT, VARNISH AND ALLID PRODC",AUSTRALIA,KGS,30588772,85.13
"PAINT, VARNISH AND ALLID PRODC",AUSTRIA,KGS,60033,1.02
"PAINT, VARNISH AND ALLID PRODC",BAHARAIN IS,KGS,91319,0.03
"PAINT, VARNISH AND ALLID PRODC",BANGLADESH PR,KGS,6000,0.05
"PAINT, VARNISH AND ALLID PRODC",BELARUS,KGS,20,0.00
"PAINT, VARNISH AND ALLID PRODC",BELGIUM,KGS,18254552,72.62
"PAINT, VARNISH AND ALLID PRODC",BHUTAN,KGS,491018,0.13
"PAINT, VARNISH AND ALLID PRODC",BRAZIL,KGS,9633723,11.43
"PAINT, VARNISH AND ALLID PRODC",BULGARIA,KGS,160,0.00
"PAINT, VARNISH AND ALLID PRODC",CANADA,KGS,2563554,8.33
"PAINT, VARNISH AND ALLID PRODC",CHILE,KGS,3,0.00
"PAINT, VARNISH AND ALLID PRODC",CHINA P RP,KGS,176342884,429.23
"PAINT, VARNISH AND ALLID PRODC",COLOMBIA,KGS,542003,1.42
"PAINT, VARNISH AND ALLID PRODC",COSTA RICA,KGS,1222,0.08
"PAINT, VARNISH AND ALLID PRODC",COTE D' IVOIRE,KGS,5,0.00
"PAINT, VARNISH AND ALLID PRODC",CROATIA,KGS,34,0.00
"PAINT, VARNISH AND ALLID PRODC",CYPRUS,KGS,532,0.01
"PAINT, VARNISH AND ALLID PRODC",CZECH REPUBLIC,KGS,1661798,4.22
"PAINT, VARNISH AND ALLID PRODC",DENMARK,KGS,55490,0.49
"PAINT, VARNISH AND ALLID PRODC",EGYPT A RP,KGS,930401,3.33
"PAINT, VARNISH AND ALLID PRODC",EL SALVADOR,KGS,8,0.00
"PAINT, VARNISH AND ALLID PRODC",ESTONIA,KGS,23,0.00
"PAINT, VARNISH AND ALLID PRODC",FINLAND,KGS,287831,1.13
"PAINT, VARNISH AND ALLID PRODC",FRANCE,KGS,2227729,11.61
"PAINT, VARNISH AND ALLID PRODC",GERMANY,KGS,18520445,124.26
"PAINT, VARNISH AND ALLID PRODC",GHANA,KGS,0,0.00
"PAINT, VARNISH AND ALLID PRODC",GREECE,KGS,236214,0.52
"PAINT, VARNISH AND ALLID PRODC",HAITI,KGS,324,0.00
"PAINT, VARNISH AND ALLID PRODC",HONDURAS,KGS,40000,0.04
"PAINT, VARNISH AND ALLID PRODC",HONG KONG,KGS,2258646,10.86
"PAINT, VARNISH AND ALLID PRODC",HUNGARY,KGS,3056,0.08
"PAINT, VARNISH AND ALLID PRODC",INDONESIA,KGS,26072353,30.54
"PAINT, VARNISH AND ALLID PRODC",IRAN,KGS,3,0.00
"PAINT, VARNISH AND ALLID PRODC",IRELAND,KGS,29395,0.30
