COMMODITY,COUNTRY,UNIT,QUANTITY,Value (US$ million)
ORGANIC CHEMICALS,BANGLADESH PR,KGS,2547,0.05
ORGANIC CHEMICALS,BARBADOS,KGS,4800,0.03
ORGANIC CHEMICALS,BELARUS,KGS,65400,0.10
ORGANIC CHEMICALS,BELGIUM,KGS,201495469,276.02
ORGANIC CHEMICALS,BR VIRGN IS,KGS,3850,0.03
ORGANIC CHEMICALS,BRAZIL,KGS,27248150,74.63
ORGANIC CHEMICALS,BRUNEI,KGS,325101,0.96
ORGANIC CHEMICALS,CANADA,KGS,2832769,4.07
ORGANIC CHEMICALS,CHILE,KGS,320323,1.81
ORGANIC CHEMICALS,CHINA P RP,KGS,1418315429,3223.86
ORGANIC CHEMICALS,COLOMBIA,KGS,3203,0.18
ORGANIC CHEMICALS,COTE D' IVOIRE,KGS,500,0.02
ORGANIC CHEMICALS,CROATIA,KGS,1877,0.07
ORGANIC CHEMICALS,CYPRUS,KGS,257757,0.10
ORGANIC CHEMICALS,CZECH REPUBLIC,KGS,2178832,3.43
ORGANIC CHEMICALS,DENMARK,KGS,63281,0.51
ORGANIC CHEMICALS,EGYPT A RP,KGS,129026,0.22
ORGANIC CHEMICALS,ESTONIA,KGS,46801,0.07
ORGANIC CHEMICALS,FINLAND,KGS,1700502,3.11
ORGANIC CHEMICALS,FRANCE,KGS,67240761,118.43
ORGANIC CHEMICALS,GEORGIA,KGS,18788,0.03
ORGANIC CHEMICALS,GERMANY,KGS,87394860,232.39
ORGANIC CHEMICALS,GHANA,KGS,4002,0.02
ORGANIC CHEMICALS,GREECE,KGS,411,0.08
ORGANIC CHEMICALS,HONG KONG,KGS,21421611,50.07
ORGANIC CHEMICALS,HUNGARY,KGS,5616508,14.70
ORGANIC CHEMICALS,ICELAND,KGS,2,0.13
ORGANIC CHEMICALS,INDONESIA,KGS,157779339,155.43
ORGANIC CHEMICALS,IRAN,KGS,26446010,21.28
ORGANIC CHEMICALS,IRELAND,KGS,97239,1.53
ORGANIC CHEMICALS,ISRAEL,KGS,4843379,13.96
ORGANIC CHEMICALS,ITALY,KGS,3754964,33.02
ORGANIC CHEMICALS,JAPAN,KGS,472035415,569.49
ORGANIC CHEMICALS,JORDAN,KGS,9000,0.04
ORGANIC CHEMICALS,KENYA,KGS,31282,0.18
ORGANIC CHEMICALS,KOREA DP RP,KGS,77890,0.10
ORGANIC CHEMICALS,KOREA RP,KGS,1189028861,1108.62
ORGANIC CHEMICALS,KUWAIT,KGS,678435408,466.43
ORGANIC CHEMICALS,LAO PD RP,KGS,40000,0.04
ORGANIC CHEMICALS,LATVIA,KGS,37099532,57.68
ORGANIC CHEMICALS,LEBANON,KGS,5,0.00
ORGANIC CHEMICALS,LITHUANIA,KGS,261022,0.59
ORGANIC CHEMICALS,LUXEMBOURG,KGS,200,0.01
ORGANIC CHEMICALS,MACAO,KGS,2,0.02
ORGANIC CHEMICALS,MACEDONIA,KGS,0,0.00
ORGANIC CHEMICALS,MADAGASCAR,KGS,1250,0.25
ORGANIC CHEMICALS,MALAYSIA,KGS,512672114,362.30
ORGANIC CHEMICALS,MALTA,KGS,54,0.01
ORGANIC CHEMICALS,MAURITIUS,KGS,3,0.00
ORGANIC CHEMICALS,MEXICO,KGS,892281,10.04
ORGANIC CHEMICALS,MONACO,KGS,90,0.01
ORGANIC CHEMICALS,MOROCCO,KGS,465,0.06
ORGANIC CHEMICALS,MYANMAR,KGS,25,0.00
ORGANIC CHEMICALS,NETHERLAND,KGS,229357306,368.96
ORGANIC CHEMICALS,NETHERLANDANTIL,KGS,39805,0.07
ORGANIC CHEMICALS,NEW ZEALAND,KGS,89371,5.23
ORGANIC CHEMICALS,NIGERIA,KGS,0,0.00
ORGANIC CHEMICALS,NORWAY,KGS,86025,0.47
ORGANIC CHEMICALS,OMAN,KGS,136712773,93.89
ORGANIC CHEMICALS,PARAGUAY,KGS,1020,0.03
ORGANIC CHEMICALS,PERU,KGS,19150,0.09
ORGANIC CHEMICALS,PHILIPPINES,KGS,2960634,7.83
ORGANIC CHEMICALS,POLAND,KGS,863833,1.14
ORGANIC CHEMICALS,PORTUGAL,KGS,6590896,5.26
ORGANIC CHEMICALS,PUERTO RICO,KGS,844,0.05
ORGANIC CHEMICALS,QATAR,KGS,512807430,337.13
ORGANIC CHEMICALS,ROMANIA,KGS,28107068,21.86
ORGANIC CHEMICALS,RUSSIA,KGS,28633435,30.96
ORGANIC CHEMICALS,SAUDI ARAB,KGS,1061847097,693.25
ORGANIC CHEMICALS,SERBIA,KGS,50,0.01
ORGANIC CHEMICALS,SINGAPORE,KGS,1133941697,1037.36
ORGANIC CHEMICALS,SLOVAK REP,KGS,31,0.02
ORGANIC CHEMICALS,SLOVENIA,KGS,867646,1.44
ORGANIC CHEMICALS,SOUTH AFRICA,KGS,76926325,70.39
ORGANIC CHEMICALS,SPAIN,KGS,33259100,45.03
ORGANIC CHEMICALS,SRI LANKA DSR,KGS,4000,0.01
ORGANIC CHEMICALS,ST LUCIA,KGS,0,0.00
ORGANIC CHEMICALS,SWAZILAND,KGS,289845,0.56
ORGANIC CHEMICALS,SWEDEN,KGS,22551023,35.94
ORGANIC CHEMICALS,SWITZERLAND,KGS,5966670,64.36
ORGANIC CHEMICALS,TAIWAN,KGS,518659531,483.95
ORGANIC CHEMICALS,THAILAND,KGS,577840474,525.40
ORGANIC CHEMICALS,TUNISIA,KGS,502,0.00
ORGANIC CHEMICALS,TURKEY,KGS,15963553,21.47
ORGANIC CHEMICALS,U ARAB EMTS,KGS,133142842,117.13
ORGANIC CHEMICALS,U K,KGS,7407687,30.48
ORGANIC CHEMICALS,U S A,KGS,2519632322,1405.17
ORGANIC CHEMICALS,UGANDA,KGS,0,0.00
ORGANIC CHEMICALS,UKRAINE,KGS,441621,0.97
ORGANIC CHEMICALS,UNSPECIFIED,KGS,98657,1.05
ORGANIC CHEMICALS,URUGUAY,KGS,1020,0.03
ORGANIC CHEMICALS,US MINOR OUTLYING ISLANDS,KGS,4519,0.00
ORGANIC CHEMICALS,VENEZUELA,KGS,2640,0.05
ORGANIC CHEMICALS,VIETNAM SOC REP,KGS,945272,0.57
OTHER MISCELLAENIOUS CHEMICALS,ARGENTINA,KGS,301,0.16
OTHER MISCELLAENIOUS CHEMICALS,AUSTRALIA,KGS,1075067,1.33
OTHER MISCELLAENIOUS CHEMICALS,AUSTRIA,KGS,60020,0.34
OTHER MISCELLAENIOUS CHEMICALS,BELARUS,KGS,50,0.00
OTHER MISCELLAENIOUS CHEMICALS,BELGIUM,KGS,12087198,21.37
OTHER MISCELLAENIOUS CHEMICALS,BRAZIL,KGS,941756,5.08
OTHER MISCELLAENIOUS CHEMICALS,BRUNEI,KGS,76295,0.30
OTHER MISCELLAENIOUS CHEMICALS,BULGARIA,KGS,940,0.67
OTHER MISCELLAENIOUS CHEMICALS,CAMBODIA,KGS,1000,0.01
OTHER MISCELLAENIOUS CHEMICALS,CANADA,KGS,8878,1.11
OTHER MISCELLAENIOUS CHEMICALS,CHINA P RP,KGS,103530833,555.63
OTHER MISCELLAENIOUS CHEMICALS,CROATIA,KGS,2,0.01
OTHER MISCELLAENIOUS CHEMICALS,CZECH REPUBLIC,KGS,1999,0.89
OTHER MISCELLAENIOUS CHEMICALS,DENMARK,KGS,199036,1.48
OTHER MISCELLAENIOUS CHEMICALS,EGYPT A RP,KGS,0,0.01
OTHER MISCELLAENIOUS CHEMICALS,ESTONIA,KGS,24890,0.16
OTHER MISCELLAENIOUS CHEMICALS,FINLAND,KGS,353,0.05
OTHER MISCELLAENIOUS CHEMICALS,FRANCE,KGS,4655793,12.11
OTHER MISCELLAENIOUS CHEMICALS,GERMANY,KGS,8781886,22.47
OTHER MISCELLAENIOUS CHEMICALS,GHANA,KGS,25,0.01
OTHER MISCELLAENIOUS CHEMICALS,GREECE,KGS,12359,0.29
OTHER MISCELLAENIOUS CHEMICALS,HONG KONG,KGS,637066,5.90
OTHER MISCELLAENIOUS CHEMICALS,HUNGARY,KGS,69123,2.46
OTHER MISCELLAENIOUS CHEMICALS,INDONESIA,KGS,4782007,1.61
OTHER MISCELLAENIOUS CHEMICALS,IRELAND,KGS,42655,0.87
OTHER MISCELLAENIOUS CHEMICALS,ISRAEL,KGS,37764,2.68
OTHER MISCELLAENIOUS CHEMICALS,ITALY,KGS,593474,31.63
OTHER MISCELLAENIOUS CHEMICALS,JAPAN,KGS,2872312,18.60
OTHER MISCELLAENIOUS CHEMICALS,KOREA RP,KGS,1819047,9.20
OTHER MISCELLAENIOUS CHEMICALS,LATVIA,KGS,506,0.05
OTHER MISCELLAENIOUS CHEMICALS,LITHUANIA,KGS,25,0.00
OTHER MISCELLAENIOUS CHEMICALS,LUXEMBOURG,KGS,3720,0.02
OTHER MISCELLAENIOUS CHEMICALS,MALAYSIA,KGS,897887,2.42
OTHER MISCELLAENIOUS CHEMICALS,MALTA,KGS,68,1.24
OTHER MISCELLAENIOUS CHEMICALS,MEXICO,KGS,215380,2.69
OTHER MISCELLAENIOUS CHEMICALS,NETHERLAND,KGS,2493499,9.96
OTHER MISCELLAENIOUS CHEMICALS,NETHERLANDANTIL,KGS,26100,0.10
OTHER MISCELLAENIOUS CHEMICALS,NEW ZEALAND,KGS,3355,0.52
OTHER MISCELLAENIOUS CHEMICALS,NIGERIA,KGS,10,0.00
OTHER MISCELLAENIOUS CHEMICALS,NORWAY,KGS,18926,1.55
OTHER MISCELLAENIOUS CHEMICALS,OMAN,KGS,40,0.00
OTHER MISCELLAENIOUS CHEMICALS,PAKISTAN IR,KGS,10,0.03
OTHER MISCELLAENIOUS CHEMICALS,PHILIPPINES,KGS,8007,0.04
OTHER MISCELLAENIOUS CHEMICALS,POLAND,KGS,14705,1.06
OTHER MISCELLAENIOUS CHEMICALS,PORTUGAL,KGS,85,0.00
OTHER MISCELLAENIOUS CHEMICALS,PUERTO RICO,KGS,116,0.17
OTHER MISCELLAENIOUS CHEMICALS,QATAR,KGS,175000,0.44
OTHER MISCELLAENIOUS CHEMICALS,ROMANIA,KGS,10,0.00
OTHER MISCELLAENIOUS CHEMICALS,RUSSIA,KGS,62,0.05
OTHER MISCELLAENIOUS CHEMICALS,SAN MARINO,KGS,25200,0.01
OTHER MISCELLAENIOUS CHEMICALS,SAUDI ARAB,KGS,20000,0.05
OTHER MISCELLAENIOUS CHEMICALS,SINGAPORE,KGS,2572202,10.48
OTHER MISCELLAENIOUS CHEMICALS,SLOVAK REP,KGS,3,0.00
OTHER MISCELLAENIOUS CHEMICALS,SLOVENIA,KGS,72061,0.07
OTHER MISCELLAENIOUS CHEMICALS,SOUTH AFRICA,KGS,138555,0.32
OTHER MISCELLAENIOUS CHEMICALS,SPAIN,KGS,1180382,5.88
OTHER MISCELLAENIOUS CHEMICALS,SRI LANKA DSR,KGS,3169799,4.80
OTHER MISCELLAENIOUS CHEMICALS,SWAZILAND,KGS,0,0.01
OTHER MISCELLAENIOUS CHEMICALS,SWEDEN,KGS,46,0.00
OTHER MISCELLAENIOUS CHEMICALS,SWITZERLAND,KGS,3124848,24.29
OTHER MISCELLAENIOUS CHEMICALS,TAIWAN,KGS,1982066,7.99
OTHER MISCELLAENIOUS CHEMICALS,THAILAND,KGS,285714,0.68
OTHER MISCELLAENIOUS CHEMICALS,TRINIDAD,KGS,500,0.04
OTHER MISCELLAENIOUS CHEMICALS,TURKEY,KGS,198601,0.08
OTHER MISCELLAENIOUS CHEMICALS,U ARAB EMTS,KGS,985628,1.72
OTHER MISCELLAENIOUS CHEMICALS,U K,KGS,1509847,5.13
OTHER MISCELLAENIOUS CHEMICALS,U S A,KGS,8223962,36.60
OTHER MISCELLAENIOUS CHEMICALS,UGANDA,KGS,0,0.00
OTHER MISCELLAENIOUS CHEMICALS,UKRAINE,KGS,0,0.00
OTHER MISCELLAENIOUS CHEMICALS,UNSPECIFIED,KGS,213915,3.82
OTHER MISCELLAENIOUS CHEMICALS,VIETNAM SOC REP,KGS,1682197,3.61
OTHER MISCELLAENIOUS CHEMICALS,YEMEN REPUBLC,KGS,1100,0.06
COSMETICS AND TOILETRIES,AFGHANISTAN,NA,NA,0.00
COSMETICS AND TOILETRIES,ANGOLA,NA,NA,0.00
COSMETICS AND TOILETRIES,ARGENTINA,NA,NA,0.23
COSMETICS AND TOILETRIES,AUSTRALIA,NA,NA,5.52
COSMETICS AND TOILETRIES,AUSTRIA,NA,NA,0.41
COSMETICS AND TOILETRIES,BAHARAIN IS,NA,NA,0.05
COSMETICS AND TOILETRIES,BANGLADESH PR,NA,NA,8.88
COSMETICS AND TOILETRIES,BELARUS,NA,NA,0.00
COSMETICS AND TOILETRIES,BELGIUM,NA,NA,45.92
COSMETICS AND TOILETRIES,BRAZIL,NA,NA,3.62
COSMETICS AND TOILETRIES,BRUNEI,NA,NA,0.00
COSMETICS AND TOILETRIES,BULGARIA,NA,NA,1.07
COSMETICS AND TOILETRIES,BURKINA FASO,NA,NA,0.00
COSMETICS AND TOILETRIES,CAMEROON,NA,NA,0.00
COSMETICS AND TOILETRIES,CANADA,NA,NA,2.04
COSMETICS AND TOILETRIES,CHILE,NA,NA,0.07
COSMETICS AND TOILETRIES,CHINA P RP,NA,NA,166.34
COSMETICS AND TOILETRIES,COLOMBIA,NA,NA,0.01
COSMETICS AND TOILETRIES,CONGO D. REP.,NA,NA,0.00
COSMETICS AND TOILETRIES,CONGO P REP,NA,NA,0.00
COSMETICS AND TOILETRIES,COTE D' IVOIRE,NA,NA,0.02
COSMETICS AND TOILETRIES,CROATIA,NA,NA,0.04
COSMETICS AND TOILETRIES,CYPRUS,NA,NA,0.02
COSMETICS AND TOILETRIES,CZECH REPUBLIC,NA,NA,1.00
COSMETICS AND TOILETRIES,DENMARK,NA,NA,0.41
COSMETICS AND TOILETRIES,DOMINIC REP,NA,NA,0.00
COSMETICS AND TOILETRIES,EGYPT A RP,NA,NA,1.37
COSMETICS AND TOILETRIES,EL SALVADOR,NA,NA,0.00
COSMETICS AND TOILETRIES,ESTONIA,NA,NA,0.06
COSMETICS AND TOILETRIES,ETHIOPIA,NA,NA,0.00
COSMETICS AND TOILETRIES,FINLAND,NA,NA,0.43
COSMETICS AND TOILETRIES,FRANCE,NA,NA,69.80
COSMETICS AND TOILETRIES,GEORGIA,NA,NA,0.02
COSMETICS AND TOILETRIES,GERMANY,NA,NA,95.43
COSMETICS AND TOILETRIES,GHANA,NA,NA,0.03
COSMETICS AND TOILETRIES,GREECE,NA,NA,0.05
COSMETICS AND TOILETRIES,GUATEMALA,NA,NA,0.02
COSMETICS AND TOILETRIES,GUINEA,NA,NA,0.00
COSMETICS AND TOILETRIES,HONG KONG,NA,NA,7.14
COSMETICS AND TOILETRIES,HUNGARY,NA,NA,0.06
COSMETICS AND TOILETRIES,INDONESIA,NA,NA,290.21
COSMETICS AND TOILETRIES,IRAN,NA,NA,0.45
COSMETICS AND TOILETRIES,IRAQ,NA,NA,0.64
COSMETICS AND TOILETRIES,IRELAND,NA,NA,3.45
COSMETICS AND TOILETRIES,ISRAEL,NA,NA,2.82
COSMETICS AND TOILETRIES,ITALY,NA,NA,35.88
COSMETICS AND TOILETRIES,JAMAICA,NA,NA,0.00
COSMETICS AND TOILETRIES,JAPAN,NA,NA,27.50
COSMETICS AND TOILETRIES,JORDAN,NA,NA,0.01
COSMETICS AND TOILETRIES,KENYA,NA,NA,0.00
COSMETICS AND TOILETRIES,KOREA RP,NA,NA,25.54
COSMETICS AND TOILETRIES,KUWAIT,NA,NA,0.08
COSMETICS AND TOILETRIES,LATVIA,NA,NA,0.22
COSMETICS AND TOILETRIES,LEBANON,NA,NA,0.00
COSMETICS AND TOILETRIES,LITHUANIA,NA,NA,0.01
COSMETICS AND TOILETRIES,LUXEMBOURG,NA,NA,0.05
COSMETICS AND TOILETRIES,MALAYSIA,NA,NA,153.10
COSMETICS AND TOILETRIES,MALI,NA,NA,0.00
COSMETICS AND TOILETRIES,MALTA,NA,NA,0.03
COSMETICS AND TOILETRIES,MARTINIQUE,NA,NA,0.00
COSMETICS AND TOILETRIES,MAURITANIA,NA,NA,0.00
COSMETICS AND TOILETRIES,MAURITIUS,NA,NA,0.03
COSMETICS AND TOILETRIES,MEXICO,NA,NA,1.70
COSMETICS AND TOILETRIES,MONGOLIA,NA,NA,0.01
COSMETICS AND TOILETRIES,MOROCCO,NA,NA,0.04
COSMETICS AND TOILETRIES,MOZAMBIQUE,NA,NA,0.00
COSMETICS AND TOILETRIES,MYANMAR,NA,NA,0.00
COSMETICS AND TOILETRIES,NEPAL,NA,NA,8.72
COSMETICS AND TOILETRIES,NETHERLAND,NA,NA,23.06
COSMETICS AND TOILETRIES,NETHERLANDANTIL,NA,NA,0.02
COSMETICS AND TOILETRIES,NEW CALEDONIA,NA,NA,0.00
COSMETICS AND TOILETRIES,NEW ZEALAND,NA,NA,0.18
COSMETICS AND TOILETRIES,NIGERIA,NA,NA,0.02
COSMETICS AND TOILETRIES,NORWAY,NA,NA,0.11
COSMETICS AND TOILETRIES,OMAN,NA,NA,0.98
COSMETICS AND TOILETRIES,PAKISTAN IR,NA,NA,0.16
COSMETICS AND TOILETRIES,PANAMA REPUBLIC,NA,NA,0.00
COSMETICS AND TOILETRIES,PHILIPPINES,NA,NA,3.44
COSMETICS AND TOILETRIES,POLAND,NA,NA,8.06
COSMETICS AND TOILETRIES,PORTUGAL,NA,NA,0.59
COSMETICS AND TOILETRIES,QATAR,NA,NA,0.07
COSMETICS AND TOILETRIES,ROMANIA,NA,NA,0.01
COSMETICS AND TOILETRIES,RUSSIA,NA,NA,0.17
COSMETICS AND TOILETRIES,SAN MARINO,NA,NA,0.04
COSMETICS AND TOILETRIES,SAUDI ARAB,NA,NA,3.33
COSMETICS AND TOILETRIES,SENEGAL,NA,NA,0.00
COSMETICS AND TOILETRIES,SIERRA LEONE,NA,NA,0.00
COSMETICS AND TOILETRIES,SINGAPORE,NA,NA,42.83
COSMETICS AND TOILETRIES,SLOVAK REP,NA,NA,0.08
COSMETICS AND TOILETRIES,SLOVENIA,NA,NA,0.14
COSMETICS AND TOILETRIES,SOUTH AFRICA,NA,NA,1.41
COSMETICS AND TOILETRIES,SPAIN,NA,NA,38.25
COSMETICS AND TOILETRIES,SRI LANKA DSR,NA,NA,5.63
COSMETICS AND TOILETRIES,SURINAME,NA,NA,0.00
COSMETICS AND TOILETRIES,SWEDEN,NA,NA,4.14
COSMETICS AND TOILETRIES,SWITZERLAND,NA,NA,24.78
COSMETICS AND TOILETRIES,TAIWAN,NA,NA,6.79
COSMETICS AND TOILETRIES,TANZANIA REP,NA,NA,0.30
COSMETICS AND TOILETRIES,THAILAND,NA,NA,43.18
COSMETICS AND TOILETRIES,TUNISIA,NA,NA,0.00
COSMETICS AND TOILETRIES,TURKEY,NA,NA,3.71
COSMETICS AND TOILETRIES,U ARAB EMTS,NA,NA,48.46
COSMETICS AND TOILETRIES,U K,NA,NA,37.99
COSMETICS AND TOILETRIES,U S A,NA,NA,103.45
COSMETICS AND TOILETRIES,UGANDA,NA,NA,0.00
COSMETICS AND TOILETRIES,UKRAINE,NA,NA,2.33
COSMETICS AND TOILETRIES,UNSPECIFIED,NA,NA,0.12
COSMETICS AND TOILETRIES,URUGUAY,NA,NA,0.14
COSMETICS AND TOILETRIES,VIETNAM SOC REP,NA,NA,3.67
COSMETICS AND TOILETRIES,ZAMBIA,NA,NA,0.00
ESSENTIAL OILS,ALBANIA,KGS,149,0.01
ESSENTIAL OILS,ARGENTINA,KGS,4840,0.13
ESSENTIAL OILS,AUSTRALIA,KGS,70889,2.24
ESSENTIAL OILS,AUSTRIA,KGS,6079,0.34
ESSENTIAL OILS,BAHARAIN IS,KGS,56,0.00
ESSENTIAL OILS,BANGLADESH PR,KGS,2,0.00
ESSENTIAL OILS,BELGIUM,KGS,362957,6.43
ESSENTIAL OILS,BENIN,KGS,1,0.00
ESSENTIAL OILS,BRAZIL,KGS,183581,1.30
ESSENTIAL OILS,BULGARIA,KGS,5424,0.51
ESSENTIAL OILS,CAMBODIA,KGS,360,0.01
ESSENTIAL OILS,CANADA,KGS,1858,0.13
ESSENTIAL OILS,CHINA P RP,KGS,860021,16.31
ESSENTIAL OILS,COLOMBIA,KGS,3,0.00
ESSENTIAL OILS,COSTA RICA,KGS,69,0.00
ESSENTIAL OILS,CROATIA,KGS,10,0.01
ESSENTIAL OILS,CZECH REPUBLIC,KGS,0,0.00
ESSENTIAL OILS,DENMARK,KGS,314,0.00
ESSENTIAL OILS,EGYPT A RP,KGS,22497,1.79
ESSENTIAL OILS,EL SALVADOR,KGS,3140,0.12
ESSENTIAL OILS,ESTONIA,KGS,2,0.00
ESSENTIAL OILS,ETHIOPIA,KGS,7398,4.64
ESSENTIAL OILS,FRANCE,KGS,234113,12.03
ESSENTIAL OILS,GERMANY,KGS,364473,5.79
ESSENTIAL OILS,GHANA,KGS,1,0.00
ESSENTIAL OILS,GREECE,KGS,564,0.00
ESSENTIAL OILS,GUATEMALA,KGS,2950,0.30
ESSENTIAL OILS,HAITI,KGS,8335,0.67
ESSENTIAL OILS,HONG KONG,KGS,43467,0.90
ESSENTIAL OILS,HUNGARY,KGS,4891,0.18
ESSENTIAL OILS,INDONESIA,KGS,886999,28.28
ESSENTIAL OILS,IRAN,KGS,50,0.01
ESSENTIAL OILS,IRELAND,KGS,352858,18.28
ESSENTIAL OILS,ISRAEL,KGS,2240,0.05
ESSENTIAL OILS,ITALY,KGS,146000,4.27
ESSENTIAL OILS,JAPAN,KGS,5559,0.12
ESSENTIAL OILS,JORDAN,KGS,18,0.00
ESSENTIAL OILS,KENYA,KGS,2,0.00
ESSENTIAL OILS,KOREA RP,KGS,81,0.00
ESSENTIAL OILS,LITHUANIA,KGS,2,0.00
ESSENTIAL OILS,MADAGASCAR,KGS,200,0.03
ESSENTIAL OILS,MALAYSIA,KGS,154835,0.43
ESSENTIAL OILS,MALDIVES,KGS,1,0.00
ESSENTIAL OILS,MEXICO,KGS,3392,0.11
ESSENTIAL OILS,MONTENEGRO,KGS,202,0.01
ESSENTIAL OILS,MOROCCO,KGS,2254,0.11
ESSENTIAL OILS,MOZAMBIQUE,KGS,104,0.00
ESSENTIAL OILS,NAMIBIA,KGS,25,0.00
ESSENTIAL OILS,NEPAL,KGS,20908,0.57
ESSENTIAL OILS,NETHERLAND,KGS,77590,2.51
ESSENTIAL OILS,NETHERLANDANTIL,KGS,300,0.02
ESSENTIAL OILS,NEW ZEALAND,KGS,90,0.00
ESSENTIAL OILS,NIGERIA,KGS,3,0.00
ESSENTIAL OILS,PANAMA REPUBLIC,KGS,5,0.00
ESSENTIAL OILS,PARAGUAY,KGS,51417,1.60
ESSENTIAL OILS,PHILIPPINES,KGS,55,0.01
ESSENTIAL OILS,POLAND,KGS,8382,0.16
ESSENTIAL OILS,PORTUGAL,KGS,0,0.00
ESSENTIAL OILS,PUERTO RICO,KGS,240,0.02
ESSENTIAL OILS,ROMANIA,KGS,688,0.01
ESSENTIAL OILS,RUSSIA,KGS,548,0.04
ESSENTIAL OILS,RWANDA,KGS,0,0.00
ESSENTIAL OILS,SAUDI ARAB,KGS,11,0.00
ESSENTIAL OILS,SINGAPORE,KGS,438221,8.84
ESSENTIAL OILS,SLOVAK REP,KGS,72,0.00
ESSENTIAL OILS,SLOVENIA,KGS,797,0.06
ESSENTIAL OILS,SOUTH AFRICA,KGS,69106,1.27
ESSENTIAL OILS,SPAIN,KGS,65215,1.91
ESSENTIAL OILS,SRI LANKA DSR,KGS,1715,0.10
ESSENTIAL OILS,SWAZILAND,KGS,50,0.01
ESSENTIAL OILS,SWITZERLAND,KGS,113278,6.59
ESSENTIAL OILS,TAIWAN,KGS,7659,0.06
ESSENTIAL OILS,TANZANIA REP,KGS,4521,2.45
ESSENTIAL OILS,THAILAND,KGS,17422,0.13
ESSENTIAL OILS,TUNISIA,KGS,400,0.02
ESSENTIAL OILS,TURKEY,KGS,39607,2.21
ESSENTIAL OILS,U ARAB EMTS,KGS,35092,1.93
ESSENTIAL OILS,U K,KGS,146377,4.42
ESSENTIAL OILS,U S A,KGS,709531,22.22
ESSENTIAL OILS,UGANDA,KGS,875,0.51
ESSENTIAL OILS,UKRAINE,KGS,7100,0.09
ESSENTIAL OILS,UNSPECIFIED,KGS,3205,0.05
ESSENTIAL OILS,URUGUAY,KGS,15010,0.33
ESSENTIAL OILS,VIETNAM SOC REP,KGS,1100,0.57
ESSENTIAL OILS,YEMEN REPUBLC,KGS,0,0.00
RESIDUL CHEMICL AND ALLED PROD,AFGHANISTAN,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,ALGERIA,NA,NA,0.78
RESIDUL CHEMICL AND ALLED PROD,ARGENTINA,NA,NA,24.82
RESIDUL CHEMICL AND ALLED PROD,ARMENIA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,AUSTRALIA,NA,NA,7.07
RESIDUL CHEMICL AND ALLED PROD,AUSTRIA,NA,NA,4.71
RESIDUL CHEMICL AND ALLED PROD,AZERBAIJAN,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,BAHARAIN IS,NA,NA,0.60
RESIDUL CHEMICL AND ALLED PROD,BANGLADESH PR,NA,NA,3.41
RESIDUL CHEMICL AND ALLED PROD,BARBADOS,NA,NA,0.34
RESIDUL CHEMICL AND ALLED PROD,BELARUS,NA,NA,0.59
RESIDUL CHEMICL AND ALLED PROD,BELGIUM,NA,NA,234.42
RESIDUL CHEMICL AND ALLED PROD,BHUTAN,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,BOTSWANA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,BR VIRGN IS,NA,NA,0.03
RESIDUL CHEMICL AND ALLED PROD,BRAZIL,NA,NA,69.26
RESIDUL CHEMICL AND ALLED PROD,BRUNEI,NA,NA,0.12
RESIDUL CHEMICL AND ALLED PROD,BULGARIA,NA,NA,0.03
RESIDUL CHEMICL AND ALLED PROD,CANADA,NA,NA,26.36
RESIDUL CHEMICL AND ALLED PROD,CHILE,NA,NA,0.16
RESIDUL CHEMICL AND ALLED PROD,CHINA P RP,NA,NA,2406.86
RESIDUL CHEMICL AND ALLED PROD,COLOMBIA,NA,NA,1.64
RESIDUL CHEMICL AND ALLED PROD,CONGO D. REP.,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,CONGO P REP,NA,NA,0.20
RESIDUL CHEMICL AND ALLED PROD,COSTA RICA,NA,NA,0.09
RESIDUL CHEMICL AND ALLED PROD,CROATIA,NA,NA,1.90
RESIDUL CHEMICL AND ALLED PROD,CYPRUS,NA,NA,0.29
RESIDUL CHEMICL AND ALLED PROD,CZECH REPUBLIC,NA,NA,1.96
RESIDUL CHEMICL AND ALLED PROD,DENMARK,NA,NA,42.65
RESIDUL CHEMICL AND ALLED PROD,DOMINIC REP,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,ECUADOR,NA,NA,0.08
RESIDUL CHEMICL AND ALLED PROD,EGYPT A RP,NA,NA,9.89
RESIDUL CHEMICL AND ALLED PROD,ESTONIA,NA,NA,0.28
RESIDUL CHEMICL AND ALLED PROD,ETHIOPIA,NA,NA,0.01
RESIDUL CHEMICL AND ALLED PROD,FINLAND,NA,NA,30.06
RESIDUL CHEMICL AND ALLED PROD,FRANCE,NA,NA,139.43
RESIDUL CHEMICL AND ALLED PROD,GEORGIA,NA,NA,0.17
RESIDUL CHEMICL AND ALLED PROD,GERMANY,NA,NA,406.75
RESIDUL CHEMICL AND ALLED PROD,GHANA,NA,NA,0.00
RESIDUL CHEMICL AND ALLED PROD,GREECE,NA,NA,6.87
RESIDUL CHEMICL AND ALLED PROD,HAITI,NA,NA,0.01
